Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
39,-1.743016994135423,-0.12454037930145956,-1.393469854952816,-1.308592819437958,Iris-setosa
40,-0.8976738791967661,0.7979809488574954,-1.2801181856236823,-1.308592819437958,Iris-setosa
41,-1.0184371813308597,1.0286112808972343,-1.393469854952816,-1.1775588255022478,Iris-setosa
42,-1.6222536920013295,-1.7389527035796315,-1.393469854952816,-1.1775588255022478,Iris-setosa
43,-1.743016994135423,0.3367202847780184,-1.393469854952816,-1.308592819437958,Iris-setosa
44,-1.0184371813308597,1.0286112808972343,-1.2234423509591155,-0.7844568436951177,Iris-setosa
45,-0.8976738791967661,1.7205022770164502,-1.0534148469654152,-1.0465248315665376,Iris-setosa
46,-1.2599637855990478,-0.12454037930145956,-1.3367940202882493,-1.1775588255022478,Iris-setosa
47,-0.8976738791967661,1.7205022770164502,-1.2234423509591155,-1.308592819437958,Iris-setosa
48,-1.5014903898672358,0.3367202847780184,-1.3367940202882493,-1.308592819437958,Iris-setosa
49,-0.6561472749285779,1.4898719449767124,-1.2801181856236823,-1.308592819437958,Iris-setosa
50,-1.0184371813308597,0.5673506168177563,-1.3367940202882493,-1.308592819437958,Iris-setosa
51,1.3968288613510198,0.3367202847780184,0.533508523642456,0.26381510779056266,Iris-versicolor
52,0.6722490485464564,0.3367202847780184,0.42015685431332234,0.3948491017262728,Iris-versicolor
53,1.2760655592169263,0.10608995273827942,0.6468601929715898,0.3948491017262728,Iris-versicolor
54,-0.41462067066038977,-1.7389527035796315,0.13677768099048823,0.13278111385485278,Iris-versicolor
55,0.79301235068055,-0.5858010433809375,0.476832688977889,0.3948491017262728,Iris-versicolor
56,-0.1730940663922016,-0.5858010433809375,0.42015685431332234,0.13278111385485278,Iris-versicolor
57,0.5514857464123618,0.5673506168177563,0.533508523642456,0.525883095661983,Iris-versicolor
58,-1.1392004834649532,-1.5083223715398926,-0.25995316166147964,-0.26032086795227743,Iris-versicolor
59,0.9137756528146435,-0.35517071134119854,0.476832688977889,0.13278111385485278,Iris-versicolor
60,-0.7769105770626714,-0.8164313754206755,0.08010184632592135,0.26381510779056266,Iris-versicolor
61,-1.0184371813308597,-2.430843699698847,-0.1466014923323459,-0.26032086795227743,Iris-versicolor
62,0.06843253787598655,-0.12454037930145956,0.25012935031962197,0.3948491017262728,Iris-versicolor
63,0.1891958400100801,-1.9695830356193693,0.13677768099048823,-0.26032086795227743,Iris-versicolor
64,0.30995914214417364,-0.35517071134119854,0.533508523642456,0.26381510779056266,Iris-versicolor
65,-0.29385736852629624,-0.35517071134119854,-0.08992565766777902,0.13278111385485278,Iris-versicolor
66,1.034538954948738,0.10608995273827942,0.36348101964875573,0.26381510779056266,Iris-versicolor
67,-0.29385736852629624,-0.12454037930145956,0.42015685431332234,0.3948491017262728,Iris-versicolor
68,-0.05233076425810806,-0.8164313754206755,0.19345351565505484,-0.26032086795227743,Iris-versicolor
69,0.4307224442782682,-1.9695830356193693,0.42015685431332234,0.3948491017262728,Iris-versicolor
70,-0.29385736852629624,-1.2776920395001534,0.08010184632592135,-0.12928687401656727,Iris-versicolor
71,0.06843253787598655,0.3367202847780184,0.5901843583070228,0.787951083533403,Iris-versicolor
72,0.30995914214417364,-0.5858010433809375,0.13677768099048823,0.13278111385485278,Iris-versicolor
73,0.5514857464123618,-1.2776920395001534,0.6468601929715898,0.3948491017262728,Iris-versicolor
74,0.30995914214417364,-0.5858010433809375,0.533508523642456,0.0017471199191426083,Iris-versicolor
75,0.6722490485464564,-0.35517071134119854,0.3068051849841886,0.13278111385485278,Iris-versicolor
76,0.9137756528146435,-0.12454037930145956,0.36348101964875573,0.26381510779056266,Iris-versicolor
77,1.1553022570828317,-0.5858010433809375,0.5901843583070228,0.26381510779056266,Iris-versicolor
78,1.034538954948738,-0.12454037930145956,0.7035360276361565,0.6569170895976928,Iris-versicolor
79,0.1891958400100801,-0.35517071134119854,0.42015685431332234,0.3948491017262728,Iris-versicolor
80,-0.1730940663922016,-1.0470617074604145,-0.1466014923323459,-0.26032086795227743,Iris-versicolor
81,-0.41462067066038977,-1.5083223715398926,0.023426011661354475,-0.12928687401656727,Iris-versicolor
82,-0.41462067066038977,-1.5083223715398926,-0.03324982300321215,-0.26032086795227743,Iris-versicolor
83,-0.05233076425810806,-0.8164313754206755,0.08010184632592135,0.0017471199191426083,Iris-versicolor
84,0.1891958400100801,-0.8164313754206755,0.7602118623007231,0.525883095661983,Iris-versicolor
85,-0.5353839727944832,-0.12454037930145956,0.42015685431332234,0.3948491017262728,Iris-versicolor
86,0.1891958400100801,0.7979809488574954,0.42015685431332234,0.525883095661983,Iris-versicolor
87,1.034538954948738,0.10608995273827942,0.533508523642456,0.3948491017262728,Iris-versicolor
88,0.5514857464123618,-1.7389527035796315,0.36348101964875573,0.13278111385485278,Iris-versicolor
89,-0.29385736852629624,-0.12454037930145956,0.19345351565505484,0.13278111385485278,Iris-versicolor
90,-0.41462067066038977,-1.2776920395001534,0.13677768099048823,0.13278111385485278,Iris-versicolor
91,-0.41462067066038977,-1.0470617074604145,0.36348101964875573,0.0017471199191426083,Iris-versicolor
92,0.30995914214417364,-0.12454037930145956,0.476832688977889,0.26381510779056266,Iris-versicolor
93,-0.05233076425810806,-1.0470617074604145,0.13677768099048823,0.0017471199191426083,Iris-versicolor
94,-1.0184371813308597,-1.7389527035796315,-0.25995316166147964,-0.26032086795227743,Iris-versicolor
95,-0.29385736852629624,-0.8164313754206755,0.25012935031962197,0.13278111385485278,Iris-versicolor
96,-0.1730940663922016,-0.12454037930145956,0.25012935031962197,0.0017471199191426083,Iris-versicolor
97,-0.1730940663922016,-0.35517071134119854,0.25012935031962197,0.13278111385485278,Iris-versicolor
98,0.4307224442782682,-0.35517071134119854,0.3068051849841886,0.13278111385485278,Iris-versicolor
99,-0.8976738791967661,-1.2776920395001534,-0.42998066565518,-0.12928687401656727,Iris-versicolor
100,-0.1730940663922016,-0.5858010433809375,0.19345351565505484,0.13278111385485278,Iris-versicolor
101,0.5514857464123618,0.5673506168177563,1.2702943742818247,1.7051890410833732,Iris-virginica
102,-0.05233076425810806,-0.8164313754206755,0.7602118623007231,0.9189850774691128,Iris-virginica
103,1.5175921634851133,-0.12454037930145956,1.213618539617258,1.1810530653405331,Iris-virginica
104,0.5514857464123618,-0.35517071134119854,1.0435910356235572,0.787951083533403,Iris-virginica
105,0.79301235068055,-0.12454037930145956,1.156942704952691,1.3120870592762435,Iris-virginica
106,2.121408674155583,-0.12454037930145956,1.6103493822692254,1.1810530653405331,Iris-virginica
107,-1.1392004834649532,-1.2776920395001534,0.42015685431332234,0.6569170895976928,Iris-virginica
108,1.7591187677533016,-0.35517071134119854,1.4403218782755252,0.787951083533403,Iris-virginica
109,1.034538954948738,-1.2776920395001534,1.156942704952691,0.787951083533403,Iris-virginica
110,1.6383554656192079,1.2592416129369732,1.3269702089463913,1.7051890410833732,Iris-virginica
111,0.79301235068055,0.3367202847780184,0.7602118623007231,1.050019071404823,Iris-virginica
112,0.6722490485464564,-0.8164313754206755,0.8735635316298569,0.9189850774691128,Iris-virginica
113,1.1553022570828317,-0.12454037930145956,0.9869152009589905,1.1810530653405331,Iris-virginica
114,-0.1730940663922016,-1.2776920395001534,0.7035360276361565,1.050019071404823,Iris-virginica
115,-0.05233076425810806,-0.5858010433809375,0.7602118623007231,1.574155047147663,Iris-virginica
116,0.6722490485464564,0.3367202847780184,0.8735635316298569,1.443121053211953,Iris-virginica
117,0.79301235068055,-0.12454037930145956,0.9869152009589905,0.787951083533403,Iris-virginica
118,2.242171976289678,1.7205022770164502,1.6670252169337927,1.3120870592762435,Iris-virginica
119,2.242171976289678,-1.0470617074604145,1.7803768862629263,1.443121053211953,Iris-virginica
120,0.1891958400100801,-1.9695830356193693,0.7035360276361565,0.3948491017262728,Iris-virginica
121,1.2760655592169263,0.3367202847780184,1.1002668702881244,1.443121053211953,Iris-virginica
122,-0.29385736852629624,-0.5858010433809375,0.6468601929715898,1.050019071404823,Iris-virginica
123,2.242171976289678,-0.5858010433809375,1.6670252169337927,1.050019071404823,Iris-virginica
124,0.5514857464123618,-0.8164313754206755,0.6468601929715898,0.787951083533403,Iris-virginica
125,1.034538954948738,0.5673506168177563,1.1002668702881244,1.1810530653405331,Iris-virginica
126,1.6383554656192079,0.3367202847780184,1.2702943742818247,0.787951083533403,Iris-virginica
127,0.4307224442782682,-0.5858010433809375,0.5901843583070228,0.787951083533403,Iris-virginica
128,0.30995914214417364,-0.12454037930145956,0.6468601929715898,0.787951083533403,Iris-virginica
129,0.6722490485464564,-0.5858010433809375,1.0435910356235572,1.1810530653405331,Iris-virginica
130,1.6383554656192079,-0.12454037930145956,1.156942704952691,0.525883095661983,Iris-virginica
131,1.8798820698873961,-0.5858010433809375,1.3269702089463913,0.9189850774691128,Iris-virginica
132,2.4836985805578657,1.7205022770164502,1.4969977129400922,1.050019071404823,Iris-virginica
133,0.6722490485464564,-0.5858010433809375,1.0435910356235572,1.3120870592762435,Iris-virginica
134,0.5514857464123618,-0.5858010433809375,0.7602118623007231,0.3948491017262728,Iris-virginica
135,0.30995914214417364,-1.0470617074604145,1.0435910356235572,0.26381510779056266,Iris-virginica
136,2.242171976289678,-0.12454037930145956,1.3269702089463913,1.443121053211953,Iris-virginica
137,0.5514857464123618,0.7979809488574954,1.0435910356235572,1.574155047147663,Iris-virginica
138,0.6722490485464564,0.10608995273827942,0.9869152009589905,0.787951083533403,Iris-virginica
139,0.1891958400100801,-0.12454037930145956,0.5901843583070228,0.787951083533403,Iris-virginica
140,1.2760655592169263,0.10608995273827942,0.9302393662944239,1.1810530653405331,Iris-virginica
141,1.034538954948738,0.10608995273827942,1.0435910356235572,1.574155047147663,Iris-virginica
142,1.2760655592169263,0.10608995273827942,0.7602118623007231,1.443121053211953,Iris-virginica
143,-0.05233076425810806,-0.8164313754206755,0.7602118623007231,0.9189850774691128,Iris-virginica
144,1.1553022570828317,0.3367202847780184,1.213618539617258,1.443121053211953,Iris-virginica
145,1.034538954948738,0.5673506168177563,1.1002668702881244,1.7051890410833732,Iris-virginica
146,1.034538954948738,-0.12454037930145956,0.8168876969652902,1.443121053211953,Iris-virginica
147,0.5514857464123618,-1.2776920395001534,0.7035360276361565,0.9189850774691128,Iris-virginica
148,0.79301235068055,-0.12454037930145956,0.8168876969652902,1.050019071404823,Iris-virginica
149,0.4307224442782682,0.7979809488574954,0.9302393662944239,1.443121053211953,Iris-virginica
150,0.06843253787598655,-0.12454037930145956,0.7602118623007231,0.787951083533403,Iris-virginica
